id_producto,t_id,id_tipo,id_subtipo,id_marca,id_proveedor,id_lote,coste_inicial,tiempo_recogida
161,Apple 243.png,1,1,5,5,8159,1.121696267372125,2025-09-25 19:00:00
162,Apple 244.png,1,1,15,8,8160,2.6562313067745587,2025-09-26 18:00:00
163,Apple 245.png,1,1,5,4,8161,1.3116975997006184,2025-09-10 02:00:00
164,Apple 246.png,1,1,4,13,8162,1.7881769026685206,2025-09-05 17:00:00
165,Apple 247.png,1,1,27,17,8163,1.5081064554336243,2025-09-07 12:00:00
166,Apple 248.png,1,1,27,27,8164,0.9019862532206244,2025-09-21 23:00:00
167,Apple 249.png,1,1,24,25,8165,1.5733088851172639,2025-09-14 21:00:00
168,Apple 25.png,1,1,34,1,8166,2.0709084426024225,2025-09-21 15:00:00
169,Apple 250.png,1,1,24,19,8167,1.9297890035109317,2025-09-15 15:00:00
170,Apple 251.png,1,1,12,33,8168,1.6457518215501896,2025-09-03 17:00:00
171,Apple 252.png,1,1,34,11,8169,1.2606633435382029,2025-09-19 05:00:00
172,Apple 253.png,1,1,31,1,8170,1.4588255662055072,2025-09-21 13:00:00
173,Apple 254.png,1,1,12,22,8171,1.1335101031901917,2025-09-27 21:00:00
174,Apple 255.png,1,1,35,10,8172,1.7553375334918806,2025-09-06 19:00:00
175,Apple 256.png,1,1,34,18,8173,2.3903160566812325,2025-09-15 00:00:00
176,Apple 257.png,1,1,24,33,8174,2.6113003631528438,2025-09-24 04:00:00
177,Apple 258.png,1,1,20,30,8175,2.110054425606851,2025-09-13 20:00:00
178,Apple 259.png,1,1,14,20,8176,1.4954341727577027,2025-09-07 20:00:00
179,Apple 26.png,1,1,22,20,8177,1.6075250779285333,2025-09-24 22:00:00
180,Apple 260.png,1,1,21,14,8178,1.9121176339608517,2025-09-22 06:00:00
181,Apple 261.png,1,1,28,19,8179,1.5755302482009106,2025-09-20 09:00:00
182,Apple 262.png,1,1,27,28,8180,1.4407353983250994,2025-09-28 23:00:00
183,Apple 263.png,1,1,35,28,8181,1.5072581146162538,2025-09-05 23:00:00
184,Apple 264.png,1,1,9,19,8182,1.8445839422716959,2025-09-16 00:00:00
185,Apple 265.png,1,1,26,14,8183,2.6438674243484743,2025-09-10 11:00:00
186,Apple 266.png,1,1,30,25,8184,1.4694845037764646,2025-09-27 06:00:00
187,Apple 267.png,1,1,12,6,8185,1.9055300095014245,2025-09-15 07:00:00
188,Apple 268.png,1,1,24,27,8186,1.8419984977932868,2025-09-09 20:00:00
189,Apple 269.png,1,1,21,6,8187,1.4958695108252946,2025-09-11 15:00:00
190,Apple 27.png,1,1,10,4,8188,1.483937717009049,2025-09-07 23:00:00
191,Apple 270.png,1,1,5,25,8189,1.4829230262429034,2025-09-16 14:00:00
192,Apple 271.png,1,1,27,31,8190,1.6728857907783163,2025-09-27 08:00:00
193,Apple 272.png,1,1,26,14,8191,1.5115093146233443,2025-09-12 12:00:00
194,Apple 273.png,1,1,12,26,8192,2.4905558164117405,2025-09-23 03:00:00
195,Apple 274.png,1,1,7,33,8193,1.885096524770131,2025-09-01 19:00:00
196,Apple 275.png,1,1,13,11,8194,2.0346414699950834,2025-09-16 12:00:00
197,Apple 276.png,1,1,26,14,8195,2.109888305785111,2025-09-14 11:00:00
198,Apple 277.png,1,1,13,20,8196,1.924894254257969,2025-09-03 01:00:00
199,Apple 278.png,1,1,7,31,8197,1.826968139365053,2025-09-26 00:00:00
200,Apple 279.png,1,1,33,13,8198,2.618751604512756,2025-09-11 12:00:00
201,Apple 28.png,1,1,2,7,8199,1.7822482377411395,2025-09-11 09:00:00
202,Apple 280.png,1,1,12,31,8200,1.9169509479910158,2025-09-09 09:00:00
203,Apple 281.png,1,1,23,24,8201,2.224700988525121,2025-09-23 03:00:00
204,Apple 282.png,1,1,2,35,8202,3.0548825211136306,2025-09-29 22:00:00
205,Apple 283.png,1,1,5,21,8203,2.2526670821082084,2025-09-21 15:00:00
206,Apple 284.png,1,1,15,30,8204,,2025-09-08 08:00:00
207,Apple 285.png,1,1,16,34,8205,1.72174237503818,2025-09-15 01:00:00
208,Apple 286.png,1,1,2,25,8206,2.6324682301375932,2025-09-05 14:00:00
209,Apple 287.png,1,1,31,33,8207,1.2414778897513379,2025-09-05 00:00:00
210,Apple 288.png,1,1,27,4,8208,2.0889482931494263,2025-09-17 06:00:00
211,Apple 289.png,1,1,6,17,8209,2.203078344199213,2025-09-11 16:00:00
212,Apple 29.png,1,1,24,31,8210,2.976708777889976,2025-09-08 18:00:00
213,Apple 290.png,1,1,10,28,8211,1.903639232647184,2025-09-02 06:00:00
214,Apple 291.png,1,1,26,23,8212,2.3733745863826234,2025-09-04 04:00:00
215,Apple 292.png,1,1,29,12,8213,1.640057927849837,2025-09-29 09:00:00
216,Apple 293.png,1,1,15,13,8214,2.694592184237148,2025-09-10 23:00:00
217,Apple 294.png,1,1,14,30,8215,2.0825312484705543,2025-09-13 06:00:00
218,Apple 295.png,1,1,32,5,8216,2.0590593235111716,2025-09-12 04:00:00
219,Apple 296.png,1,1,30,25,8217,2.4035783295078534,2025-09-16 19:00:00
220,Apple 297.png,1,1,16,2,8218,1.0809958903306167,2025-09-06 18:00:00
221,Apple 298.png,1,1,18,8,8219,2.027687112100802,2025-09-18 18:00:00
222,Apple 299.png,1,1,28,7,8220,1.1823987862031962,2025-09-14 03:00:00
223,Apple 3.png,1,1,2,17,8221,2.445344630161567,2025-09-23 17:00:00
224,Apple 30.png,1,1,35,31,8222,,2025-09-14 18:00:00
225,Apple 300.png,1,1,2,6,8223,2.2513265533254163,2025-09-24 01:00:00
226,Apple 301.png,1,1,14,10,8224,2.1336110829230686,2025-09-23 18:00:00
227,Apple 302.png,1,1,33,27,8225,1.997301919546261,2025-09-13 07:00:00
228,Apple 303.png,1,1,30,26,8226,,2025-09-15 21:00:00
229,Apple 304.png,1,1,22,5,8227,2.244524328056773,2025-09-27 13:00:00
230,Apple 305.png,1,1,26,29,8228,2.087303503041125,2025-09-05 10:00:00
231,Apple 306.png,1,1,30,4,8229,2.24697727747163,2025-09-08 19:00:00
232,Apple 307.png,1,1,35,33,8230,2.5429693638359394,2025-09-30 05:00:00
233,Apple 308.png,1,1,14,35,8231,2.4608224947567834,2025-09-08 10:00:00
234,Apple 309.png,1,1,21,8,8232,2.401432711129457,2025-09-15 22:00:00
235,Apple 31.png,1,1,14,28,8233,1.7394231483982443,2025-09-12 15:00:00
236,Apple 310.png,1,1,26,16,8234,1.5276153280112168,2025-09-09 00:00:00
237,Apple 311.png,1,1,22,4,8235,1.126329952500627,2025-09-09 04:00:00
238,Apple 312.png,1,1,14,25,8236,1.5334594271562878,2025-09-21 09:00:00
239,Apple 313.png,1,1,35,8,8237,1.1310378058397648,2025-09-25 06:00:00
240,Apple 314.png,1,1,6,18,8238,2.655742326141764,2025-09-23 18:00:00
241,Apple 315.png,1,1,14,14,8239,2.0621911664679957,2025-09-29 12:00:00
242,Apple 316.png,1,1,2,18,8240,2.395553113750492,2025-09-28 12:00:00
243,Apple 317.png,1,1,19,11,8241,0.694161518896514,2025-09-03 01:00:00
244,Apple 318.png,1,1,34,5,8242,1.4867378931229962,2025-09-11 21:00:00
245,Apple 319.png,1,1,22,30,8243,2.6028899996196255,2025-09-09 21:00:00
246,Apple 32.png,1,1,19,8,8244,1.573157822765437,2025-09-27 06:00:00
247,Apple 320.png,1,1,22,29,8245,2.307684394107486,2025-09-16 20:00:00
248,Apple 321.png,1,1,7,16,8246,2.8055955002466497,2025-09-01 20:00:00
249,Apple 322.png,1,1,10,5,8247,2.507471978602271,2025-09-06 09:00:00
250,Apple 323.png,1,1,15,22,8248,2.1988030312669853,2025-09-17 07:00:00
251,Apple 324.png,1,1,17,16,8249,2.0123079015907654,2025-09-13 17:00:00
252,Apple 325.png,1,1,9,16,8250,1.772159355523399,2025-09-05 07:00:00
253,Apple 326.png,1,1,26,23,8251,2.7515765513525823,2025-09-03 18:00:00
254,Apple 327.png,1,1,3,3,8252,1.3144065746555271,2025-09-11 23:00:00
255,Apple 328.png,1,1,34,11,8253,1.964965622502324,2025-09-27 17:00:00
256,Apple 329.png,1,1,3,1,8254,2.338385491179866,2025-09-08 08:00:00
257,Apple 33.png,1,1,26,9,8255,2.4360616207913472,2025-09-01 20:00:00
258,Apple 330.png,1,1,27,8,8256,2.319510820055896,2025-09-08 15:00:00
259,Apple 331.png,1,1,21,6,8257,2.1276741068242737,2025-09-29 22:00:00
260,Apple 332.png,1,1,33,26,8258,1.577602451888362,2025-09-04 11:00:00
261,Apple 333.png,1,1,1,28,8259,1.929770408542001,2025-09-19 13:00:00
262,Apple 334.png,1,1,35,28,8260,,2025-09-09 05:00:00
263,Apple 335.png,1,1,24,10,8261,1.6979801123064777,2025-09-01 13:00:00
264,Apple 336.png,1,1,20,11,8262,2.496855995071642,2025-09-22 00:00:00
265,Apple 337.png,1,1,33,8,8263,2.1924059465675643,2025-09-12 15:00:00
266,Apple 338.png,1,1,16,13,8264,1.800768438385111,2025-09-20 14:00:00
267,Apple 339.png,1,1,10,16,8265,2.1457610131939013,2025-09-02 01:00:00
268,Apple 34.png,1,1,15,33,8266,1.5352482726544139,2025-09-09 11:00:00
269,Apple 340.png,1,1,7,5,8267,1.6174931831554984,2025-09-03 10:00:00
270,Apple 341.png,1,1,21,2,8268,1.8656155759211077,2025-09-30 21:00:00
271,Apple 342.png,1,1,19,6,8269,2.722550718589754,2025-09-17 08:00:00
272,Apple 343.png,1,1,11,22,8270,2.247719620935808,2025-09-07 04:00:00
273,Apple 344.png,1,1,3,30,8271,1.3840606981432062,2025-09-21 10:00:00
274,Apple 345.png,1,1,10,9,8272,1.4652019268747918,2025-09-17 14:00:00
275,Apple 346.png,1,1,16,9,8273,2.285958320521007,2025-09-06 04:00:00
276,Apple 347.png,1,1,9,12,8274,2.2944993299648706,2025-09-24 16:00:00
277,Apple 348.png,1,1,29,2,8275,2.2420853654606865,2025-09-23 17:00:00
278,Apple 349.png,1,1,31,33,8276,1.9053715154710917,2025-09-09 22:00:00
279,Apple 35.png,1,1,8,18,8277,2.2457846599409064,2025-09-21 08:00:00
280,Apple 350.png,1,1,28,9,8278,2.488199073285533,2025-09-09 00:00:00
281,Apple 351.png,1,1,14,33,8279,1.7890288092593574,2025-09-01 21:00:00
282,Apple 352.png,1,1,18,11,8280,,2025-09-30 20:00:00
283,Apple 353.png,1,1,24,35,8281,1.857093810906115,2025-09-08 20:00:00
284,Apple 354.png,1,1,5,15,8282,2.4950698765686137,2025-09-01 11:00:00
285,Apple 355.png,1,1,35,26,8283,2.0923852264746,2025-09-26 00:00:00
286,Apple 356.png,1,1,15,2,8284,2.9158616410615554,2025-09-15 14:00:00
287,Apple 357.png,1,1,28,2,8285,2.670956216380141,2025-09-18 14:00:00
288,Apple 358.png,1,1,30,7,8286,2.0981115682262548,2025-09-13 14:00:00
289,Apple 359.png,1,1,33,6,8287,2.655524145531685,2025-09-25 10:00:00
290,Apple 36.png,1,1,34,11,8288,1.453937029587624,2025-09-12 16:00:00
291,Apple 360.png,1,1,3,8,8289,2.993290671622449,2025-09-26 01:00:00
292,Apple 361.png,1,1,25,8,8290,1.116688165467675,2025-09-30 05:00:00
293,Apple 362.png,1,1,14,15,8291,2.663621800677207,2025-09-02 10:00:00
294,Apple 363.png,1,1,10,4,8292,1.8339087519866266,2025-09-05 11:00:00
295,Apple 364.png,1,1,20,26,8293,,2025-10-01 00:00:00
296,Apple 365.png,1,1,26,2,8294,0.8216877921700125,2025-09-28 04:00:00
297,Apple 366.png,1,1,28,31,8295,2.3561114870061624,2025-09-02 20:00:00
298,Apple 367.png,1,1,32,7,8296,2.078795663603918,2025-09-17 01:00:00
299,Apple 368.png,1,1,9,26,8297,1.8621916657349926,2025-09-08 18:00:00
300,Apple 369.png,1,1,25,2,8298,1.7453057472373321,2025-09-25 22:00:00
301,Apple 37.png,1,1,23,28,8299,1.6313275592497591,2025-09-15 15:00:00
302,Apple 370.png,1,1,17,17,8300,2.0305932737772237,2025-09-17 14:00:00
303,Apple 371.png,1,1,7,31,8301,1.3781154793874308,2025-09-29 21:00:00
304,Apple 372.png,1,1,1,34,8302,2.652656275418149,2025-09-16 16:00:00
305,Apple 373.png,1,1,6,17,8303,2.233452661029611,2025-09-16 00:00:00
306,Apple 374.png,1,1,26,17,8304,2.1987263124881378,2025-09-21 21:00:00
307,Apple 375.png,1,1,32,28,8305,2.6855389578169304,2025-09-19 14:00:00
308,Apple 376.png,1,1,16,30,8306,1.552758052254786,2025-09-25 08:00:00
309,Apple 377.png,1,1,27,34,8307,1.6894500256552278,2025-10-01 01:00:00
310,Apple 378.png,1,1,35,22,8308,2.1878691682041245,2025-09-21 21:00:00
311,Apple 379.png,1,1,4,29,8309,1.691672120521162,2025-09-18 09:00:00
312,Apple 38.png,1,1,12,20,8310,2.5163347669297647,2025-09-25 15:00:00
313,Apple 380.png,1,1,30,35,8311,0.9948492400545308,2025-09-16 02:00:00
314,Apple 381.png,1,1,29,22,8312,2.271984622949737,2025-09-11 22:00:00
315,Apple 382.png,1,1,27,5,8313,2.9276884190571124,2025-09-15 23:00:00
316,Apple 383.png,1,1,24,12,8314,2.2484026299904567,2025-09-02 07:00:00
317,Apple 384.png,1,1,7,32,8315,1.9294965665781447,2025-09-05 03:00:00
318,Apple 385.png,1,1,34,5,8316,1.6769702532160524,2025-09-02 09:00:00
319,Apple 386.png,1,1,10,20,8317,1.236000022642834,2025-09-06 20:00:00
320,Apple 387.png,1,1,32,18,8318,1.659285308025992,2025-09-16 07:00:00
321,Apple 388.png,1,1,20,34,8319,1.2858063824885415,2025-09-10 13:00:00
322,Apple 389.png,1,1,35,1,8320,2.0816764331797555,2025-09-02 22:00:00
323,Apple 39.png,1,1,31,31,8321,1.4739949765181501,2025-09-01 09:00:00
324,Apple 390.png,1,1,28,14,8322,2.9495058382510653,2025-09-11 02:00:00
325,Apple 391.png,1,1,11,2,8323,2.5629422046029005,2025-09-16 08:00:00
326,Apple 392.png,1,1,19,28,8324,2.3215223185077365,2025-09-22 13:00:00
327,Apple 393.png,1,1,18,30,8325,0.6508255467484125,2025-09-22 19:00:00
