id_venta,id_producto,id_cliente,precio_venta,tiempo_venta,peso
43,43,13,3.0204098723918693,2025-09-14 08:00:00,425.5109451222729
44,44,30,3.4196220429070454,2025-09-03 20:00:00,455.3224653599782
45,45,16,3.491676385602935,2025-09-17 03:00:00,107.70021499763001
46,46,27,3.032805605447792,2025-09-25 12:00:00,295.0248364103986
47,47,15,3.120646780211903,2025-09-17 08:00:00,432.7421033502575
48,48,27,3.094779154383838,2025-09-20 10:00:00,414.6626102900146
49,49,9,2.891655577385132,2025-09-08 09:00:00,287.4125997047686
50,50,17,2.7132724477579035,2025-09-30 01:00:00,210.1303951027154
51,51,14,4.44495298019975,2025-09-13 20:00:00,361.0212319488612
52,52,21,4.51586344680784,2025-09-01 00:00:00,328.1911896262693
53,53,13,2.866978233183188,2025-09-06 10:00:00,327.7680620019553
54,54,20,3.6029737861907973,2025-09-19 12:00:00,343.9384665345241
55,55,32,3.1137936060273668,2025-09-09 11:00:00,327.64749503757565
56,56,30,2.083904999350164,2025-09-24 12:00:00,265.9344103708286
57,57,1,2.6144172435894264,2025-09-19 12:00:00,179.49831739091886
58,58,22,3.383827260242519,2025-09-16 17:00:00,289.80896299352526
59,59,12,4.109282914726942,2025-09-17 11:00:00,241.4236020945385
60,60,18,1.8853165436328911,2025-09-14 06:00:00,431.8021758703743
61,61,17,2.543346564622265,2025-09-02 16:00:00,131.8405525265312
62,62,33,4.932854341353334,2025-09-29 02:00:00,390.83418109433387
63,63,15,2.3207840399104267,2025-10-01 01:00:00,345.72733475737493
64,64,32,3.3442618864644733,2025-09-21 12:00:00,287.39507996847885
65,65,15,3.940141527544312,2025-09-21 00:00:00,456.76374616945344
66,66,28,4.297364713306127,2025-09-05 19:00:00,366.25385313753804
67,67,21,3.2172350869763764,2025-09-11 18:00:00,377.53389995977386
68,68,34,3.287625572875166,2025-09-03 03:00:00,259.2540091881539
69,69,32,2.8735389745442617,2025-09-16 03:00:00,210.6185853650481
70,70,26,2.564538515528896,2025-09-08 07:00:00,294.3353279004228
71,71,24,2.4788539457621903,2025-09-30 12:00:00,179.3186832869751
72,72,4,4.189644719356324,2025-09-05 12:00:00,321.80502125867156
73,73,31,3.542096518834944,2025-09-23 05:00:00,412.7597380729257
74,74,7,3.638003988384731,2025-09-26 03:00:00,504.33370025549436
75,75,1,4.172726221414464,2025-09-17 01:00:00,384.1171184419327
76,76,27,3.197325615730233,2025-09-21 14:00:00,314.32544771936125
77,77,11,3.2599287329759825,2025-09-20 13:00:00,291.71409509889486
78,78,10,3.075483689787509,2025-09-18 09:00:00,288.7387954612612
79,79,22,3.064704671717574,2025-09-14 23:00:00,248.92582075542143
80,80,30,3.5143023948592247,2025-09-10 09:00:00,195.45367928492993
81,81,20,2.892465209782146,2025-09-22 07:00:00,336.11174714488016
82,82,20,3.0260477869079683,2025-09-22 07:00:00,377.05668526654335
83,83,24,3.700803870185591,2025-09-08 02:00:00,426.8359542274579
84,84,28,3.6022513179232267,2025-09-15 09:00:00,47.01498122955181
85,85,32,2.974828147461016,2025-09-20 00:00:00,391.8975199305446
86,86,23,1.539431612600315,2025-09-24 06:00:00,309.5334789174274
87,87,18,3.7093584209599744,2025-09-27 20:00:00,324.16318300190244
88,88,12,2.700134875101626,2025-09-01 06:00:00,329.70920905818394
89,89,2,3.9664487028306956,2025-09-02 16:00:00,264.0383486889587
90,90,19,3.322756761895726,2025-09-15 13:00:00,205.95665976881037
91,91,9,4.5130448721776,2025-09-25 10:00:00,295.20787349133604
92,92,3,2.6153999471149123,2025-09-19 13:00:00,315.51665773340574
93,93,18,4.409907072724599,2025-09-25 04:00:00,375.75071735057895
94,94,13,2.265204747889822,2025-09-27 22:00:00,425.49707423419335
95,95,19,2.8564753770128064,2025-09-26 22:00:00,91.42880866643415
96,96,14,4.005179740221705,2025-09-26 15:00:00,113.0207235315566
97,97,14,5.028760519199486,2025-09-29 06:00:00,332.97724810430645
98,98,13,2.831650884689119,2025-09-03 15:00:00,254.49253721597535
99,99,21,3.374947540508154,2025-09-24 09:00:00,287.56343903596155
100,100,22,3.9225404045674392,2025-09-22 05:00:00,428.83882303557675
101,101,22,4.224428291897022,2025-09-18 22:00:00,143.43212230151744
102,102,26,2.2366752204672933,2025-09-05 14:00:00,342.12298138384165
103,103,11,3.512513627364325,2025-09-14 19:00:00,327.26560892796766
104,104,27,3.3374995816173816,2025-09-04 07:00:00,203.9561946790067
105,105,21,3.105026674648978,2025-09-04 04:00:00,284.43344996572165
106,106,31,2.021167267496258,2025-09-26 05:00:00,304.1649092113156
107,107,26,2.51179880425901,2025-09-27 16:00:00,170.44961048714694
108,108,22,4.083621974044335,2025-09-14 03:00:00,380.3974600350485
109,109,3,3.213533387756189,2025-09-02 22:00:00,385.6130238684427
110,110,5,4.012276552539307,2025-09-22 03:00:00,250.27530522163164
111,111,29,2.586894805005637,2025-09-29 07:00:00,197.28939157873558
112,112,4,3.3414002092526647,2025-09-05 21:00:00,204.84544223557646
113,113,31,3.117034444848451,2025-09-24 02:00:00,243.91843312845344
114,114,18,3.234037019936058,2025-09-18 15:00:00,391.5976587337141
115,115,7,3.076828319572739,2025-09-05 19:00:00,253.41718398835715
116,116,32,2.206097076175639,2025-09-18 10:00:00,241.56199201853576
117,117,12,4.60500932051406,2025-09-23 03:00:00,289.38359835894136
118,118,25,2.619569424998022,2025-09-23 12:00:00,203.63975355492224
119,119,14,2.228572597879482,2025-09-11 11:00:00,307.29447195359285
120,120,5,3.5936205536417187,2025-09-19 23:00:00,356.1744940420667
121,121,33,3.468728987316884,2025-09-18 06:00:00,193.5633176099539
122,122,33,3.5370297922421146,2025-09-08 20:00:00,314.48495982802604
123,123,34,4.860142926146633,2025-09-18 09:00:00,237.19821046710325
124,124,26,3.963280194936914,2025-09-26 10:00:00,272.9408017688805
125,125,29,3.3391559797779076,2025-09-29 17:00:00,365.8119152347599
126,126,15,2.95866283646754,2025-09-03 09:00:00,452.2109597790517
127,127,3,2.3719296306043844,2025-09-25 04:00:00,431.3684082563834
128,128,7,3.1208976905089276,2025-09-07 03:00:00,279.09858611384624
129,129,17,3.1138738431896478,2025-09-03 02:00:00,339.3145161054514
130,130,5,2.9450360709607497,2025-09-02 21:00:00,424.5576716741863
131,131,34,2.5334201567584085,2025-10-01 04:00:00,450.282143026427
132,132,14,4.530764483056238,2025-09-20 08:00:00,224.62359115209793
133,133,6,4.345631664004423,2025-09-21 11:00:00,267.66578034130714
134,134,13,4.130666213883434,2025-09-27 14:00:00,409.9872141923681
135,135,32,2.7588683686923634,2025-09-28 12:00:00,293.3244208163019
136,136,10,4.095566813650795,2025-09-22 11:00:00,340.18134620797656
137,137,28,3.9273831900804583,2025-09-20 21:00:00,543.7116186938924
138,138,33,3.932873546250184,2025-09-11 07:00:00,215.7192686289391
139,139,24,3.261787101620365,2025-09-02 21:00:00,357.2653694475297
140,140,19,2.9908605431359394,2025-09-16 01:00:00,357.18247474808317
141,141,21,3.0848944208961573,2025-09-01 17:00:00,151.16701602140793
142,142,25,3.3868891367649,2025-09-12 18:00:00,372.16231781763963
143,143,13,3.5307247864673785,2025-09-06 02:00:00,291.98955671501045
144,144,13,3.667634690802782,2025-09-21 22:00:00,385.53229651192777
145,145,8,3.2877384677461094,2025-09-03 04:00:00,227.8540367436989
146,146,8,3.6661354130250494,2025-09-27 17:00:00,139.95386576830197
147,147,10,,2025-09-20 19:00:00,242.31246223045065
148,148,15,,2025-09-26 10:00:00,164.06848317191017
149,149,24,3.4133011248979166,2025-09-17 18:00:00,326.74537616374846
150,150,10,5.381772583385892,2025-09-18 05:00:00,300.3802415584556
151,151,4,4.036727883530235,2025-09-05 09:00:00,323.0573203196623
152,152,28,3.4764204056204058,2025-09-11 09:00:00,304.44500356738257
153,153,32,4.207843427819371,2025-09-12 08:00:00,263.0227607282197
154,154,28,2.7850878295335306,2025-09-08 01:00:00,436.290270602758
155,155,14,2.927306256410989,2025-09-23 13:00:00,210.71353833011676
156,156,31,4.2241427916757175,2025-09-11 01:00:00,390.89678170449275
157,157,5,3.5803071129032835,2025-09-04 23:00:00,408.2769176597115
158,158,8,3.237831109313073,2025-09-12 03:00:00,318.74254156635345
159,159,24,3.7476486691957653,2025-09-03 05:00:00,316.86047405671553
160,160,23,3.0382962111481593,2025-09-26 04:00:00,471.1308446972701
161,161,19,3.0418309539776764,2025-09-26 03:00:00,212.4680284894776
162,162,1,4.555005250659336,2025-09-26 22:00:00,160.93318584539819
163,163,16,1.3335244263925086,2025-09-10 08:00:00,328.7396003778311
164,164,27,3.247392188668943,2025-09-06 02:00:00,227.25867846201683
165,165,8,2.586540223827181,2025-09-07 20:00:00,371.0261063554992
166,166,27,,2025-09-22 05:00:00,506.1293592941882
167,167,24,3.674072551801024,2025-09-15 10:00:00,195.76288829708898
168,168,4,3.8650461704153134,2025-09-21 23:00:00,424.9537294759395
169,169,33,3.973450777267204,2025-09-15 19:00:00,210.9435072345031
170,170,8,2.6401354817529135,2025-09-03 22:00:00,241.89930441311822
171,171,34,2.8739133290985377,2025-09-19 12:00:00,215.29730679969344
172,172,16,3.3443559353327736,2025-09-21 20:00:00,216.16889433075227
173,173,4,2.1234130580563892,2025-09-28 05:00:00,188.71392780404244
174,174,12,2.669450757415568,2025-09-07 07:00:00,351.33997431162396
175,175,7,3.896517478175231,2025-09-15 10:00:00,426.5224799627355
176,176,12,4.754154652412905,2025-09-24 10:00:00,424.96479057082445
177,177,20,2.9154033721205845,2025-09-14 05:00:00,260.30255796087226
178,178,16,3.1578617299029434,2025-09-07 21:00:00,83.73968828839392
179,179,18,2.904376273946853,2025-09-25 02:00:00,323.57153746618644
180,180,12,3.239449558493491,2025-09-22 16:00:00,246.1093338456176
181,181,10,3.3016359950104404,2025-09-20 18:00:00,396.87076007624364
182,182,8,3.858009825731023,2025-09-29 08:00:00,389.47786032518195
183,183,24,1.575872155743478,2025-09-06 06:00:00,352.6721003899905
184,184,26,4.913358269877522,2025-09-16 06:00:00,434.2197450821129
185,185,16,3.469795248282537,2025-09-10 17:00:00,410.378458301534
186,186,33,3.180437855249666,2025-09-27 13:00:00,362.8910749304229
187,187,13,3.01480343860017,2025-09-15 13:00:00,283.5305559215032
188,188,2,3.181959809544174,2025-09-10 07:00:00,292.9971658457746
189,189,13,2.518285014575529,2025-09-11 23:00:00,356.661101802618
190,190,19,3.6105136024663653,2025-09-08 03:00:00,247.77114450365684
191,191,25,3.172167491957043,2025-09-16 16:00:00,331.4409997436636
192,192,24,3.604147958396928,2025-09-27 14:00:00,474.65874019495493
193,193,17,3.109460935492635,2025-09-12 16:00:00,379.6399101007797
194,194,23,3.6336431938525013,2025-09-23 08:00:00,201.66279672230672
195,195,4,3.5308326614687564,2025-09-02 07:00:00,244.3232708756087
196,196,4,3.7398435051332055,2025-09-16 20:00:00,268.14334292516935
197,197,26,3.5417805680071526,2025-09-14 19:00:00,277.7203988488714
198,198,2,3.98024443727182,2025-09-03 14:00:00,330.49161494189764
199,199,14,3.368478586448086,2025-09-26 12:00:00,224.90415375008388
200,200,30,3.2317421711914625,2025-09-11 22:00:00,352.04900564658976
201,201,34,3.4543522009132643,2025-09-11 14:00:00,231.25400045458179
202,202,20,3.5081719154418374,2025-09-09 13:00:00,310.8260712521402
203,203,26,2.8265036487979334,2025-09-23 08:00:00,296.7008157206993
204,204,16,4.345602122835252,2025-09-29 23:00:00,333.38841639859385
205,205,17,3.6348993082732584,2025-09-21 22:00:00,272.4024347864044
206,206,24,2.913011727692557,2025-09-08 12:00:00,343.8452815550689
207,207,7,3.7533011219424477,2025-09-15 11:00:00,422.4030547605319
208,208,18,4.436183572577843,2025-09-05 23:00:00,285.65487243770417
209,209,32,2.159812686825634,2025-09-05 05:00:00,300.938196108113
210,210,16,3.0513677012211664,2025-09-17 14:00:00,260.7418215495896
211,211,11,3.823861518769035,2025-09-12 00:00:00,369.1523405150881
212,212,1,3.839948441087158,2025-09-09 02:00:00,249.75803058155134
213,213,32,2.8315581216068333,2025-09-02 14:00:00,254.29279668316534
214,214,18,4.579520752234064,2025-09-04 08:00:00,260.83674273783515
215,215,8,2.753666546007033,2025-09-29 21:00:00,434.6790930249866
216,216,25,4.4308581087533785,2025-09-11 08:00:00,395.0618298514461
217,217,13,4.230674181343246,2025-09-13 10:00:00,396.04481975958765
218,218,26,3.678661669998292,2025-09-12 08:00:00,199.82603727143322
219,219,4,4.696048327104377,2025-09-16 23:00:00,254.26838561657473
220,220,8,1.8514525558767265,2025-09-06 20:00:00,366.48871730986207
221,221,13,3.325103744494467,2025-09-19 07:00:00,360.65047688597645
222,222,29,3.213811321107624,2025-09-14 08:00:00,402.5064906374246
223,223,23,3.8862834964014366,2025-09-23 21:00:00,213.67977733259997
224,224,3,3.162584180035072,2025-09-14 21:00:00,269.68021268233775
225,225,32,4.084740497769403,2025-09-24 07:00:00,365.22337005709795
226,226,30,3.3372482367486818,2025-09-24 02:00:00,360.5104705116904
227,227,33,2.9021235448541716,2025-09-13 15:00:00,439.8258273601855
228,228,4,2.08314871912955,2025-09-16 02:00:00,302.5075910116505
229,229,6,3.7097161792257465,2025-09-27 21:00:00,326.36959930383324
230,230,32,3.103125348580851,2025-09-05 17:00:00,180.33690221331472
231,231,13,3.5585170162831825,2025-09-01 03:00:00,271.5080806620047
232,232,22,4.698027540008252,2025-09-30 13:00:00,285.51034927462933
233,233,4,3.7647004749376403,2025-09-08 19:00:00,323.3871732580399
234,234,32,4.243614498513607,2025-09-16 05:00:00,280.4775077139995
235,235,22,3.2419081027463146,2025-09-12 20:00:00,298.44516652382464
236,236,14,2.2130429308621147,2025-09-09 07:00:00,139.15071468394024
237,237,34,3.5223819889721577,2025-09-09 12:00:00,506.8432407196568
238,238,32,2.352169615361718,2025-09-21 22:00:00,332.6860078096421
239,239,4,2.2494495249454065,2025-09-25 10:00:00,205.00015909265
240,240,28,4.155956713383495,2025-09-23 21:00:00,474.5296311790766
241,241,22,3.2883833734047236,2025-09-29 22:00:00,307.1577337174207
242,242,3,4.137918569074381,2025-09-28 18:00:00,210.48397917247968
243,243,33,2.2737373736386215,2025-09-03 09:00:00,212.81602827111618
244,244,2,4.15063338710703,2025-09-11 21:00:00,195.38200453061938
245,245,24,3.9013979641648984,2025-09-10 06:00:00,401.0385738684072
246,246,16,3.4357025173647138,2025-09-27 17:00:00,390.92699724616847
247,247,32,4.047701293792403,2025-09-16 19:00:00,339.63219680285107
248,248,17,3.238980459152935,2025-09-02 03:00:00,122.33380142734813
249,249,29,4.184903439454821,2025-09-06 15:00:00,518.5443163357971
250,250,23,,,368.33497774207046
251,251,33,3.533833409881661,2025-09-14 00:00:00,123.2875821897126
252,252,20,3.3254946554038534,2025-09-05 15:00:00,320.159813067581
253,253,32,2.9535530412617432,2025-09-04 00:00:00,548.0091142892393
254,254,17,3.137303751277677,2025-09-12 03:00:00,174.07302510464365
255,255,4,2.4429973434814998,2025-09-27 19:00:00,233.4754849023032
256,256,1,4.544446576474918,2025-09-08 15:00:00,193.25429756900678
257,257,5,4.330278046490693,2025-09-02 00:00:00,231.90594630915905
258,258,13,3.531977091555067,2025-09-08 23:00:00,243.03244525310927
259,259,24,2.721099878009938,2025-09-30 04:00:00,219.52511342723088
260,260,24,2.5277838379310773,2025-09-04 14:00:00,359.50508337137717
261,261,5,3.2069779216623493,2025-09-19 22:00:00,329.400850571221
262,262,6,1.727206698200853,2025-09-09 09:00:00,316.9338191088534
263,263,28,2.7259988472891212,2025-09-01 19:00:00,309.2754605013873
264,264,30,4.518773118248525,2025-09-22 06:00:00,298.63007800890983
265,265,8,3.276661317416786,2025-09-12 22:00:00,368.7310363576099
266,266,10,2.956717394901049,2025-09-20 19:00:00,430.9189934414253
267,267,17,3.0272045595741246,2025-09-02 04:00:00,250.72330769254032
268,268,17,2.737726251779785,2025-09-09 15:00:00,353.9956013417943
269,269,7,2.631834423825253,2025-09-03 15:00:00,468.303505391106
270,270,8,3.3206813348493127,2025-10-01 03:00:00,350.6144823200314
271,271,15,4.524033304671441,2025-09-17 17:00:00,238.98798963000377
272,272,28,3.3014571421681236,2025-09-07 16:00:00,309.77992759905226
273,273,1,2.484298376001602,2025-09-21 18:00:00,412.500818489723
274,274,23,2.9756655175602207,2025-09-17 23:00:00,202.50299780893948
275,275,32,4.273964002385777,2025-09-06 10:00:00,357.42601695087416
276,276,2,3.3728032620480004,2025-09-25 02:00:00,267.6849579004519
277,277,6,3.7689373817426164,2025-09-24 02:00:00,197.3128901683246
278,278,33,4.194329869527639,2025-09-10 06:00:00,258.2072857578474
279,279,3,3.0794070934281494,2025-09-21 12:00:00,178.73142778873847
280,280,22,3.8585001568862847,2025-09-09 10:00:00,372.66710386885234
281,281,16,3.0176601596363883,2025-09-02 03:00:00,158.83059084397894
282,282,11,2.9893655210468704,2025-10-01 02:00:00,316.89278438336316
283,283,28,3.8871271346490874,2025-09-09 00:00:00,167.8346521143003
284,284,25,3.887964980180024,2025-09-01 20:00:00,278.0280122129387
285,285,28,4.075107197469913,2025-09-26 05:00:00,302.379013344051
286,286,27,5.03457805829485,2025-09-15 20:00:00,226.16286504457187
287,287,18,3.5408364533215106,2025-09-18 19:00:00,314.7077260526793
288,288,34,4.023426016195188,2025-09-14 05:00:00,339.86090625319594
289,289,4,4.3116141731317645,2025-09-25 20:00:00,458.5692322026492
290,290,21,2.7858836610463236,2025-09-12 21:00:00,328.05650829992464
291,291,1,5.121602580531926,2025-09-26 03:00:00,256.0459692474753
292,292,21,2.6820721101052,2025-09-30 09:00:00,391.3575493787091
293,293,13,4.0229430198704135,2025-09-02 13:00:00,182.1775861916099
294,294,8,3.078542616595909,2025-09-05 17:00:00,148.1684899324948
295,295,6,2.887518270552375,2025-10-01 03:00:00,429.89171095958056
296,296,14,2.286033863099883,2025-09-28 12:00:00,250.25433104836944
297,297,11,4.2396199715783665,2025-09-03 02:00:00,327.2808974051737
298,298,5,3.4196957723722874,2025-09-17 10:00:00,416.8721284934894
299,299,22,3.641537203051775,2025-09-09 02:00:00,392.92545723073926
300,300,7,3.032186586136574,2025-09-26 07:00:00,330.74410161137814
301,301,14,3.940090029437772,2025-09-15 22:00:00,364.89236192865405
302,302,24,3.3946292956380413,2025-09-17 16:00:00,358.97995213811856
303,303,12,3.4931458628765326,2025-09-30 05:00:00,185.3290771616778
304,304,12,4.368874968939642,2025-09-16 21:00:00,312.98567663324326
305,305,4,3.940390223179828,2025-09-16 04:00:00,306.49376357142165
306,306,25,,2025-09-22 05:00:00,277.82337866313895
307,307,3,3.8048490406927913,2025-09-19 23:00:00,238.79464339184364
308,308,5,1.88211224486318,2025-09-25 16:00:00,385.0991929754981
309,309,3,2.799405007593613,2025-10-01 10:00:00,497.19706947973947
310,310,32,5.035764183469574,2025-09-22 03:00:00,261.92376043476133
311,311,15,2.6962319361234863,2025-09-18 19:00:00,154.29887438380902
312,312,20,4.494602922592426,2025-09-26 02:00:00,177.41028550660715
313,313,13,2.4138009918864958,2025-09-16 09:00:00,352.6063412487649
314,314,25,3.427553919675924,2025-09-12 02:00:00,306.2288574342381
315,315,20,5.015593825837438,2025-09-16 05:00:00,332.105919201027
316,316,8,4.218006717109638,2025-09-02 08:00:00,490.2513778739658
317,317,15,2.2479936884279716,2025-09-05 13:00:00,391.9101359098163
318,318,30,2.904035989313134,2025-09-02 15:00:00,328.67933165891884
319,319,27,2.676933591130456,2025-09-07 01:00:00,395.04342357671345
320,320,3,3.999693467366895,2025-09-16 13:00:00,290.1818804445209
321,321,23,2.7488678065697214,2025-09-10 20:00:00,276.25394502951855
322,322,16,3.2583724166370938,2025-09-02 22:00:00,433.37645534321047
323,323,29,2.757803456658789,2025-09-01 11:00:00,400.6438572228692
324,324,13,5.03218586181133,2025-09-11 08:00:00,381.7439667418146
325,325,32,3.5567470911151644,2025-09-16 15:00:00,199.0228327491264
326,326,2,2.4345453395542114,2025-09-22 19:00:00,376.58822445374597
327,327,2,,2025-09-23 01:00:00,265.1505636699119
328,328,11,3.181098221714928,2025-09-24 08:00:00,602.2377378321665
329,329,30,2.2372395832706484,2025-09-11 21:00:00,309.7217144176463
330,330,24,3.3111843038553506,2025-09-17 04:00:00,295.8719921433333
331,331,32,2.797239834447388,2025-10-01 02:00:00,205.90413483736648
332,332,13,3.877984689251371,2025-09-21 01:00:00,277.37997937500523
333,333,1,3.7806209378143767,2025-09-04 23:00:00,308.95408237887153
334,334,34,3.0569411692619193,2025-09-27 04:00:00,291.13773355523597
335,335,2,3.9121959184380923,2025-09-06 11:00:00,323.5959867849282
336,336,19,3.1520344358000596,2025-09-24 12:00:00,222.65429913005175
337,337,29,3.7864751347612966,2025-09-03 18:00:00,411.7506966390549
338,338,2,2.5247326567056447,2025-09-17 22:00:00,269.0221869995225
339,339,18,2.248375358002527,2025-09-05 04:00:00,417.68200833704225
340,340,16,2.335823575233369,2025-09-14 15:00:00,254.87580266997443
341,341,7,2.876468000316133,2025-09-29 16:00:00,178.1193949356233
342,342,27,4.33494988826629,2025-09-11 16:00:00,399.2481324746118
343,343,32,3.4646319634567444,2025-09-07 09:00:00,446.31801467633835
344,344,24,3.5118256478937573,2025-09-28 00:00:00,374.3334501417545
345,345,32,3.5045182193699924,2025-09-19 16:00:00,352.73073893886004
346,346,12,3.5346285880824158,2025-09-05 21:00:00,290.39140262905215
347,347,11,4.684597571999624,2025-09-13 00:00:00,216.16379399594058
348,348,17,2.6409014416723964,2025-09-06 11:00:00,415.78138347696495
349,349,6,3.356964373992952,2025-09-19 19:00:00,371.1009671437379
350,350,19,2.494894596053305,2025-10-01 07:00:00,350.7718894225106
351,351,16,2.94675030940771,2025-09-23 11:00:00,239.4971559988637
352,352,5,3.710672934456097,2025-09-27 01:00:00,325.18249819586856
353,353,2,2.8474440725611,2025-09-06 18:00:00,248.0416887043176
354,354,19,2.2789843693295984,2025-09-15 01:00:00,250.2825813465126
355,355,30,3.9569782479472915,2025-09-05 16:00:00,274.6520792211055
356,356,2,3.0174640399301955,2025-09-09 03:00:00,336.46397610109494
357,357,24,3.147043835545867,2025-09-11 07:00:00,282.1792670575461
358,358,30,1.6968347709239595,2025-09-07 20:00:00,581.1817014019198
359,359,18,3.137318058601182,2025-09-18 07:00:00,334.9830647389851
360,360,23,3.302552029556212,2025-09-15 08:00:00,165.21431881917027
361,361,32,3.4658753158436584,2025-09-22 19:00:00,175.8316935105985
362,362,16,3.484372428022964,2025-09-26 10:00:00,226.68784046259697
363,363,13,2.708100533048522,2025-09-02 06:00:00,328.05089576284973
364,364,6,3.607752731215317,2025-09-20 00:00:00,104.07494064449193
365,365,21,2.6255774137330814,2025-08-31 20:00:00,272.8412526082357
366,366,24,3.8954536992744817,2025-08-31 22:00:00,346.6891376933169
367,367,20,3.6864946457424903,2025-09-18 22:00:00,270.93959469862017
368,368,7,4.787678354664562,2025-09-23 05:00:00,252.64146284932707
369,369,23,3.2746217514396374,2025-10-01 08:00:00,81.65828496046737
370,370,24,3.0865225552853084,2025-09-12 08:00:00,325.3895208540613
371,371,29,3.4730202925925875,2025-09-20 06:00:00,385.41868643340143
372,372,6,4.030532367634575,2025-09-23 20:00:00,399.8687602604564
373,373,11,2.421876230177628,2025-09-29 21:00:00,322.7818947318391
374,374,9,3.2721539688943952,2025-09-01 17:00:00,403.2442258183833
375,375,19,3.1195589249271967,2025-09-13 08:00:00,353.880605633872
376,376,2,3.5998293824615115,2025-09-22 01:00:00,441.0800519315088
377,377,23,4.222658556833943,2025-09-02 17:00:00,436.02970920842347
378,378,30,4.319125317512805,2025-09-24 03:00:00,196.37682176487021
379,379,26,3.9977486449607182,2025-09-15 02:00:00,411.2804865430644
380,380,7,3.443425770259121,2025-09-26 21:00:00,382.11743134092234
381,381,34,3.294404914237802,2025-09-11 21:00:00,212.92566535440432
382,382,31,4.726116792739147,2025-09-16 13:00:00,260.8732529287379
383,383,12,3.278304465812301,2025-09-25 15:00:00,262.17837368476194
384,384,10,2.5240331091401313,2025-09-30 16:00:00,400.0207926358102
385,385,32,2.5783174321110662,2025-09-28 15:00:00,159.2184382625797
386,386,21,3.3199200636055215,2025-09-20 04:00:00,406.31961939237846
387,387,21,2.254071276685305,2025-09-26 10:00:00,380.8408626744583
388,388,23,3.3176754241158806,2025-09-13 21:00:00,259.94700406156414
389,389,19,3.0442442506404443,2025-09-18 23:00:00,416.8356072916439
390,390,20,2.3669573846609806,2025-09-30 10:00:00,247.87766474348305
391,391,23,4.937854536836327,2025-09-14 17:00:00,230.94307693171044
392,392,15,3.8923167543293506,2025-09-21 05:00:00,306.5451003060415
393,393,6,3.7519635278073586,2025-08-31 23:00:00,274.31420906559043
394,394,26,3.7863372420267627,2025-09-04 20:00:00,263.46450436571854
395,395,22,3.688373693164924,2025-09-22 22:00:00,256.9027694728489
