id,id_tipo,id_proveedor,id_marca,id_lote,t_id,tiempo_recogida,coste_inicial,imagen,tipo,subtipo,repetido,error_lote,id_subtipo
88,1,13,28,88,Apple 178.png,2025-09-07 18:00:00,1.0573675638572346,/contenidos/archive/Apple/Apple A/Apple 178.png,Apple,Apple A,0,0,1
89,1,9,32,89,Apple 179.png,2025-09-02 09:00:00,2.34798241014083,/contenidos/archive/Apple/Apple A/Apple 179.png,Apple,Apple A,0,0,1
90,1,14,21,90,Apple 18.png,2025-09-15 10:00:00,2.1703581571577177,/contenidos/archive/Apple/Apple A/Apple 18.png,Apple,Apple A,0,0,1
91,1,32,5,91,Apple 180.png,2025-09-25 09:00:00,2.9967768658708818,/contenidos/archive/Apple/Apple A/Apple 180.png,Apple,Apple A,0,0,1
92,1,33,26,92,Apple 181.png,2025-09-19 02:00:00,2.0027524992434578,/contenidos/archive/Apple/Apple A/Apple 181.png,Apple,Apple A,0,0,1
93,1,33,27,93,Apple 182.png,2025-09-24 17:00:00,2.652143241488006,/contenidos/archive/Apple/Apple A/Apple 182.png,Apple,Apple A,0,0,1
94,1,25,8,94,Apple 183.png,2025-09-27 16:00:00,1.2165926586154614,/contenidos/archive/Apple/Apple A/Apple 183.png,Apple,Apple A,0,0,1
95,1,30,14,95,Apple 184.png,2025-09-26 14:00:00,1.656755736347562,/contenidos/archive/Apple/Apple A/Apple 184.png,Apple,Apple A,0,0,1
96,1,28,20,96,Apple 185.png,2025-09-25 22:00:00,2.479575303732223,/contenidos/archive/Apple/Apple A/Apple 185.png,Apple,Apple A,0,0,1
97,1,14,12,97,Apple 186.png,2025-09-28 21:00:00,2.1595380009776166,/contenidos/archive/Apple/Apple A/Apple 186.png,Apple,Apple A,0,0,1
98,1,21,9,98,Apple 187.png,2025-09-03 09:00:00,1.5211791848081786,/contenidos/archive/Apple/Apple A/Apple 187.png,Apple,Apple A,0,0,1
99,1,3,2,99,Apple 188.png,2025-09-24 00:00:00,2.1310332787928368,/contenidos/archive/Apple/Apple A/Apple 188.png,Apple,Apple A,0,0,1
100,1,22,19,100,Apple 189.png,2025-09-22 01:00:00,2.1605054170286366,/contenidos/archive/Apple/Apple A/Apple 189.png,Apple,Apple A,0,0,1
101,1,8,33,101,Apple 19.png,2025-09-18 19:00:00,,/contenidos/archive/Apple/Apple A/Apple 19.png,Apple,Apple A,0,0,1
102,1,16,34,102,Apple 190.png,2025-09-05 11:00:00,1.862609887097475,/contenidos/archive/Apple/Apple A/Apple 190.png,Apple,Apple A,0,0,1
103,1,22,18,103,Apple 191.png,2025-09-14 13:00:00,2.35152346559378,/contenidos/archive/Apple/Apple A/Apple 191.png,Apple,Apple A,0,0,1
104,1,34,22,104,Apple 192.png,2025-09-03 23:00:00,2.104824904784124,/contenidos/archive/Apple/Apple A/Apple 192.png,Apple,Apple A,0,0,1
105,1,9,27,105,Apple 193.png,2025-09-03 21:00:00,1.793656140786428,/contenidos/archive/Apple/Apple A/Apple 193.png,Apple,Apple A,0,0,1
106,1,5,34,106,Apple 194.png,2025-09-25 21:00:00,1.56094652195544,/contenidos/archive/Apple/Apple A/Apple 194.png,Apple,Apple A,0,0,1
107,1,21,6,107,Apple 195.png,2025-09-27 10:00:00,1.8152594337412755,/contenidos/archive/Apple/Apple A/Apple 195.png,Apple,Apple A,0,0,1
108,1,13,3,108,Apple 196.png,2025-09-13 23:00:00,2.0916176991901163,/contenidos/archive/Apple/Apple A/Apple 196.png,Apple,Apple A,0,0,1
109,1,22,13,109,Apple 197.png,2025-09-02 13:00:00,2.02342179440744,/contenidos/archive/Apple/Apple A/Apple 197.png,Apple,Apple A,0,0,1
110,1,13,26,110,Apple 198.png,2025-09-21 20:00:00,1.7812602621234443,/contenidos/archive/Apple/Apple A/Apple 198.png,Apple,Apple A,0,0,1
111,1,5,10,111,Apple 199.png,2025-09-28 23:00:00,1.083063160540699,/contenidos/archive/Apple/Apple A/Apple 199.png,Apple,Apple A,0,0,1
112,1,9,10,112,Apple 2.png,2025-09-05 14:00:00,2.500130003406356,/contenidos/archive/Apple/Apple A/Apple 2.png,Apple,Apple A,0,0,1
113,1,31,32,113,Apple 20.png,2025-09-23 18:00:00,1.5965286259157336,/contenidos/archive/Apple/Apple A/Apple 20.png,Apple,Apple A,0,0,1
114,1,13,24,114,Apple 200.png,2025-09-18 04:00:00,1.9646395260192868,/contenidos/archive/Apple/Apple A/Apple 200.png,Apple,Apple A,0,0,1
115,1,35,21,115,Apple 201.png,2025-09-05 14:00:00,1.4498683183522476,/contenidos/archive/Apple/Apple A/Apple 201.png,Apple,Apple A,0,0,1
116,1,6,29,116,Apple 202.png,2025-09-18 07:00:00,1.535704858092654,/contenidos/archive/Apple/Apple A/Apple 202.png,Apple,Apple A,0,0,1
117,1,4,9,117,Apple 203.png,2025-09-22 19:00:00,2.272125890326554,/contenidos/archive/Apple/Apple A/Apple 203.png,Apple,Apple A,0,0,1
118,1,21,28,118,Apple 204.png,2025-09-23 06:00:00,1.7816088519866915,/contenidos/archive/Apple/Apple A/Apple 204.png,Apple,Apple A,0,0,1
119,1,1,23,119,Apple 205.png,2025-09-11 07:00:00,1.5992008869568712,/contenidos/archive/Apple/Apple A/Apple 205.png,Apple,Apple A,0,0,1
120,1,23,31,120,Apple 206.png,2025-09-19 13:00:00,1.2460179201120856,/contenidos/archive/Apple/Apple A/Apple 206.png,Apple,Apple A,0,0,1
121,1,2,8,121,Apple 207.png,2025-09-17 23:00:00,2.470867769540573,/contenidos/archive/Apple/Apple A/Apple 207.png,Apple,Apple A,0,0,1
122,1,2,35,122,Apple 208.png,2025-09-08 10:00:00,2.378865505993751,/contenidos/archive/Apple/Apple A/Apple 208.png,Apple,Apple A,0,0,1
123,1,31,11,123,Apple 209.png,2025-09-18 05:00:00,2.338727774125672,/contenidos/archive/Apple/Apple A/Apple 209.png,Apple,Apple A,0,0,1
124,1,18,34,124,Apple 21.png,2025-09-26 03:00:00,,/contenidos/archive/Apple/Apple A/Apple 21.png,Apple,Apple A,0,0,1
125,1,15,20,125,Apple 210.png,2025-09-29 10:00:00,1.77487883980315,/contenidos/archive/Apple/Apple A/Apple 210.png,Apple,Apple A,0,0,1
126,1,21,35,126,Apple 211.png,2025-09-02 23:00:00,2.3634464706490523,/contenidos/archive/Apple/Apple A/Apple 211.png,Apple,Apple A,0,0,1
127,1,33,18,127,Apple 212.png,2025-09-24 23:00:00,1.5603771304581244,/contenidos/archive/Apple/Apple A/Apple 212.png,Apple,Apple A,0,0,1
128,1,12,15,128,Apple 213.png,2025-09-07 01:00:00,1.3488632061878936,/contenidos/archive/Apple/Apple A/Apple 213.png,Apple,Apple A,0,0,1
129,1,11,4,129,Apple 214.png,2025-09-02 18:00:00,2.161600995655573,/contenidos/archive/Apple/Apple A/Apple 214.png,Apple,Apple A,0,0,1
130,1,31,18,130,Apple 215.png,2025-09-02 10:00:00,1.3996541693187785,/contenidos/archive/Apple/Apple A/Apple 215.png,Apple,Apple A,0,0,1
131,1,16,34,131,Apple 216.png,2025-09-30 22:00:00,2.1316673918424045,/contenidos/archive/Apple/Apple A/Apple 216.png,Apple,Apple A,0,0,1
132,1,32,12,132,Apple 217.png,2025-09-19 22:00:00,2.5138736001063253,/contenidos/archive/Apple/Apple A/Apple 217.png,Apple,Apple A,0,0,1
133,1,29,5,133,Apple 218.png,2025-09-21 09:00:00,2.510845629856469,/contenidos/archive/Apple/Apple A/Apple 218.png,Apple,Apple A,0,0,1
134,1,13,13,134,Apple 219.png,2025-09-27 08:00:00,2.2685630039053253,/contenidos/archive/Apple/Apple A/Apple 219.png,Apple,Apple A,0,0,1
135,1,23,16,135,Apple 22.png,2025-09-28 07:00:00,1.786535456681752,/contenidos/archive/Apple/Apple A/Apple 22.png,Apple,Apple A,0,0,1
136,1,4,25,136,Apple 220.png,2025-09-22 02:00:00,1.5970091917635107,/contenidos/archive/Apple/Apple A/Apple 220.png,Apple,Apple A,0,0,1
137,1,26,18,137,Apple 221.png,2025-09-20 16:00:00,1.812890472593032,/contenidos/archive/Apple/Apple A/Apple 221.png,Apple,Apple A,0,0,1
138,1,23,12,138,Apple 222.png,2025-09-11 00:00:00,2.1734105642520234,/contenidos/archive/Apple/Apple A/Apple 222.png,Apple,Apple A,0,0,1
139,1,4,25,139,Apple 223.png,2025-09-02 15:00:00,1.539222407543114,/contenidos/archive/Apple/Apple A/Apple 223.png,Apple,Apple A,0,0,1
140,1,12,27,140,Apple 224.png,2025-09-15 18:00:00,1.982170111091038,/contenidos/archive/Apple/Apple A/Apple 224.png,Apple,Apple A,0,0,1
141,1,11,5,141,Apple 225.png,2025-09-01 09:00:00,1.598072316926062,/contenidos/archive/Apple/Apple A/Apple 225.png,Apple,Apple A,0,0,1
142,1,11,9,142,Apple 226.png,2025-09-12 15:00:00,1.655429356986962,/contenidos/archive/Apple/Apple A/Apple 226.png,Apple,Apple A,0,0,1
143,1,30,1,143,Apple 227.png,2025-09-05 23:00:00,2.2585886922570286,/contenidos/archive/Apple/Apple A/Apple 227.png,Apple,Apple A,0,0,1
144,1,14,6,144,Apple 228.png,2025-09-21 16:00:00,1.8774113365357123,/contenidos/archive/Apple/Apple A/Apple 228.png,Apple,Apple A,0,0,1
145,1,6,4,145,Apple 229.png,2025-09-02 22:00:00,2.010632336719766,/contenidos/archive/Apple/Apple A/Apple 229.png,Apple,Apple A,0,0,1
146,1,33,22,146,Apple 23.png,2025-09-27 09:00:00,1.6964227531602711,/contenidos/archive/Apple/Apple A/Apple 23.png,Apple,Apple A,0,0,1
147,1,8,15,147,Apple 230.png,2025-09-20 14:00:00,2.7568212264654504,/contenidos/archive/Apple/Apple A/Apple 230.png,Apple,Apple A,0,0,1
148,1,26,9,148,Apple 231.png,2025-09-26 07:00:00,2.378019101864034,/contenidos/archive/Apple/Apple A/Apple 231.png,Apple,Apple A,0,0,1
149,1,17,8,149,Apple 232.png,2025-09-17 10:00:00,1.5962376476547535,/contenidos/archive/Apple/Apple A/Apple 232.png,Apple,Apple A,0,0,1
150,1,5,23,150,Apple 233.png,2025-09-18 05:00:00,2.400242253584725,/contenidos/archive/Apple/Apple A/Apple 233.png,Apple,Apple A,0,0,1
151,1,7,22,151,Apple 234.png,2025-09-05 04:00:00,2.349717718422661,/contenidos/archive/Apple/Apple A/Apple 234.png,Apple,Apple A,0,0,1
152,1,2,9,152,Apple 235.png,2025-09-11 07:00:00,2.310764196090485,/contenidos/archive/Apple/Apple A/Apple 235.png,Apple,Apple A,0,0,1
153,1,29,13,153,Apple 236.png,2025-09-12 01:00:00,3.248097481137369,/contenidos/archive/Apple/Apple A/Apple 236.png,Apple,Apple A,0,0,1
154,1,35,20,154,Apple 237.png,2025-09-07 18:00:00,1.92473526351368,/contenidos/archive/Apple/Apple A/Apple 237.png,Apple,Apple A,0,0,1
155,1,13,23,155,Apple 238.png,2025-09-23 05:00:00,1.3749781757488346,/contenidos/archive/Apple/Apple A/Apple 238.png,Apple,Apple A,0,0,1
156,1,23,3,156,Apple 239.png,2025-09-10 15:00:00,2.124916434249815,/contenidos/archive/Apple/Apple A/Apple 239.png,Apple,Apple A,0,0,1
157,1,2,28,157,Apple 24.png,2025-09-04 16:00:00,1.857994558064076,/contenidos/archive/Apple/Apple A/Apple 24.png,Apple,Apple A,0,0,1
158,1,1,28,158,Apple 240.png,2025-09-11 22:00:00,1.8918168604799068,/contenidos/archive/Apple/Apple A/Apple 240.png,Apple,Apple A,0,0,1
159,1,35,25,159,Apple 241.png,2025-09-02 21:00:00,2.742421837048668,/contenidos/archive/Apple/Apple A/Apple 241.png,Apple,Apple A,0,0,1
160,1,32,9,160,Apple 242.png,2025-09-26 01:00:00,1.7135453387871311,/contenidos/archive/Apple/Apple A/Apple 242.png,Apple,Apple A,0,0,1
161,1,30,13,161,Apple 243.png,2025-09-25 19:00:00,1.121696267372125,/contenidos/archive/Apple/Apple A/Apple 243.png,Apple,Apple A,0,0,1
162,1,23,25,162,Apple 244.png,2025-09-26 18:00:00,2.6562313067745587,/contenidos/archive/Apple/Apple A/Apple 244.png,Apple,Apple A,0,0,1
163,1,14,13,163,Apple 245.png,2025-09-10 02:00:00,1.3116975997006184,/contenidos/archive/Apple/Apple A/Apple 245.png,Apple,Apple A,0,0,1
164,1,17,35,164,Apple 246.png,2025-09-05 17:00:00,1.7881769026685206,/contenidos/archive/Apple/Apple A/Apple 246.png,Apple,Apple A,0,0,1
165,1,11,7,165,Apple 247.png,2025-09-07 12:00:00,1.5081064554336243,/contenidos/archive/Apple/Apple A/Apple 247.png,Apple,Apple A,0,0,1
166,1,34,7,166,Apple 248.png,2025-09-21 23:00:00,0.9019862532206244,/contenidos/archive/Apple/Apple A/Apple 248.png,Apple,Apple A,0,0,1
167,1,3,20,167,Apple 249.png,2025-09-14 21:00:00,1.573308885117264,/contenidos/archive/Apple/Apple A/Apple 249.png,Apple,Apple A,0,0,1
168,1,1,2,168,Apple 25.png,2025-09-21 15:00:00,2.0709084426024225,/contenidos/archive/Apple/Apple A/Apple 25.png,Apple,Apple A,0,0,1
169,1,16,20,169,Apple 250.png,2025-09-15 15:00:00,1.929789003510932,/contenidos/archive/Apple/Apple A/Apple 250.png,Apple,Apple A,0,0,1
170,1,31,19,170,Apple 251.png,2025-09-03 17:00:00,1.6457518215501896,/contenidos/archive/Apple/Apple A/Apple 251.png,Apple,Apple A,0,0,1
171,1,4,2,171,Apple 252.png,2025-09-19 05:00:00,1.2606633435382029,/contenidos/archive/Apple/Apple A/Apple 252.png,Apple,Apple A,0,0,1
172,1,1,15,172,Apple 253.png,2025-09-21 13:00:00,1.4588255662055072,/contenidos/archive/Apple/Apple A/Apple 253.png,Apple,Apple A,0,0,1
