id,id_cliente,id_producto,precio_venta,tiempo_venta,peso,cliente
47,16,47,3.120646780211903,2025-09-17 08:00:00,432.7421033502575,EcoTienda
48,14,48,3.094779154383838,2025-09-20 10:00:00,414.6626102900146,SuperAhorro Express
49,26,49,2.891655577385132,2025-09-08 09:00:00,287.4125997047686,Delicias del Campo
50,27,50,2.7132724477579035,2025-09-30 01:00:00,210.1303951027154,La Canasta Feliz
51,15,51,4.44495298019975,2025-09-13 20:00:00,361.0212319488612,EcoMercado Sostenible
52,28,52,4.51586344680784,2025-09-01 00:00:00,328.1911896262693,MaxiAlimentos
53,25,53,2.866978233183188,2025-09-06 10:00:00,327.7680620019553,Distribuidora Nacional
54,2,54,3.602973786190797,2025-09-19 12:00:00,343.9384665345241,La Tienda Justa
55,3,55,3.1137936060273668,2025-09-09 11:00:00,327.64749503757565,Supermercados del Valle
56,23,56,2.083904999350164,2025-09-24 12:00:00,265.9344103708286,SuperOfertas Plus
57,9,57,2.6144172435894264,2025-09-19 12:00:00,179.49831739091886,Alimentación Total
58,7,58,3.383827260242519,2025-09-16 17:00:00,289.80896299352526,MaxiDescuentos
59,24,59,4.109282914726942,2025-09-17 11:00:00,241.4236020945385,Distribuidora Gourmet
60,13,60,1.8853165436328911,2025-09-14 06:00:00,431.8021758703743,La Gran Cosecha
61,27,61,2.543346564622265,2025-09-02 16:00:00,131.8405525265312,La Canasta Feliz
62,4,62,4.932854341353334,2025-09-29 02:00:00,390.8341810943338,Tienda Familiar
63,16,63,2.3207840399104267,2025-10-01 01:00:00,345.72733475737493,EcoTienda
64,3,64,3.3442618864644733,2025-09-21 12:00:00,287.39507996847885,Supermercados del Valle
65,16,65,3.940141527544312,2025-09-21 00:00:00,456.76374616945344,EcoTienda
66,5,66,4.297364713306127,2025-09-05 19:00:00,366.2538531375381,SuperEconómico
67,28,67,3.2172350869763764,2025-09-11 18:00:00,377.53389995977386,MaxiAlimentos
68,6,68,3.287625572875166,2025-09-03 03:00:00,259.2540091881539,Tienda Selecta
69,3,69,2.8735389745442617,2025-09-16 03:00:00,210.6185853650481,Supermercados del Valle
70,8,70,2.564538515528896,2025-09-08 07:00:00,294.3353279004228,Mercado del Barrio
71,22,71,2.4788539457621903,2025-09-30 12:00:00,179.3186832869751,MegaCompra
72,29,72,4.189644719356324,2025-09-05 12:00:00,321.8050212586716,Central de Abastos Central
73,30,73,3.542096518834944,2025-09-23 05:00:00,412.7597380729257,SuperValle Verde
74,11,74,3.638003988384731,2025-09-26 03:00:00,504.3337002554944,CompraRápida
75,9,75,4.172726221414464,2025-09-17 01:00:00,384.1171184419327,Alimentación Total
76,14,76,3.197325615730233,2025-09-21 14:00:00,314.32544771936125,SuperAhorro Express
77,31,77,3.2599287329759825,2025-09-20 13:00:00,291.71409509889486,Distribuidora Alfa
78,20,78,3.075483689787509,2025-09-18 09:00:00,288.7387954612612,Distribuciones del Sol
79,7,79,3.064704671717574,2025-09-14 23:00:00,248.92582075542143,MaxiDescuentos
80,23,80,3.5143023948592247,2025-09-10 09:00:00,195.45367928492996,SuperOfertas Plus
81,2,81,2.892465209782146,2025-09-22 07:00:00,336.11174714488016,La Tienda Justa
82,2,82,3.0260477869079683,2025-09-22 07:00:00,377.05668526654335,La Tienda Justa
83,22,83,3.700803870185591,2025-09-08 02:00:00,426.8359542274579,MegaCompra
84,5,84,3.6022513179232267,2025-09-15 09:00:00,47.01498122955181,SuperEconómico
85,3,85,2.974828147461016,2025-09-20 00:00:00,391.8975199305446,Supermercados del Valle
86,32,86,1.539431612600315,2025-09-24 06:00:00,309.5334789174274,MegaAhorro
87,13,87,3.7093584209599744,2025-09-27 20:00:00,324.16318300190244,La Gran Cosecha
88,24,88,2.700134875101626,2025-09-01 06:00:00,329.70920905818394,Distribuidora Gourmet
89,33,89,3.966448702830696,2025-09-02 16:00:00,264.0383486889587,Alimentos Premium
90,12,90,3.322756761895726,2025-09-15 13:00:00,205.9566597688104,La Ruta del Sabor
91,26,91,4.5130448721776,2025-09-25 10:00:00,295.20787349133604,Delicias del Campo
92,10,92,2.6153999471149123,2025-09-19 13:00:00,315.51665773340574,Almacén Estrella
93,13,93,4.409907072724599,2025-09-25 04:00:00,375.75071735057895,La Gran Cosecha
94,25,94,2.265204747889822,2025-09-27 22:00:00,425.49707423419335,Distribuidora Nacional
95,12,95,2.8564753770128064,2025-09-26 22:00:00,91.42880866643416,La Ruta del Sabor
96,15,96,4.005179740221705,2025-09-26 15:00:00,113.0207235315566,EcoMercado Sostenible
97,15,97,5.028760519199486,2025-09-29 06:00:00,332.97724810430645,EcoMercado Sostenible
98,25,98,2.831650884689119,2025-09-03 15:00:00,254.49253721597532,Distribuidora Nacional
99,28,99,3.374947540508154,2025-09-24 09:00:00,287.56343903596155,MaxiAlimentos
100,7,100,3.9225404045674392,2025-09-22 05:00:00,428.8388230355768,MaxiDescuentos
101,7,101,4.224428291897022,2025-09-18 22:00:00,143.43212230151744,MaxiDescuentos
102,8,102,2.2366752204672933,2025-09-05 14:00:00,342.12298138384165,Mercado del Barrio
103,31,103,3.512513627364325,2025-09-14 19:00:00,327.26560892796766,Distribuidora Alfa
104,14,104,3.3374995816173816,2025-09-04 07:00:00,203.9561946790067,SuperAhorro Express
105,28,105,3.105026674648978,2025-09-04 04:00:00,284.43344996572165,MaxiAlimentos
106,30,106,2.021167267496258,2025-09-26 05:00:00,304.1649092113156,SuperValle Verde
107,8,107,2.51179880425901,2025-09-27 16:00:00,170.44961048714694,Mercado del Barrio
108,7,108,4.083621974044335,2025-09-14 03:00:00,380.3974600350485,MaxiDescuentos
109,10,109,3.213533387756189,2025-09-02 22:00:00,385.6130238684427,Almacén Estrella
110,19,110,4.012276552539307,2025-09-22 03:00:00,250.27530522163164,Comercial Fresco
111,18,111,2.586894805005637,2025-09-29 07:00:00,197.2893915787356,SuperMercado Ideal
112,29,112,3.3414002092526647,2025-09-05 21:00:00,204.84544223557648,Central de Abastos Central
113,30,113,3.117034444848451,2025-09-24 02:00:00,243.91843312845344,SuperValle Verde
114,13,114,3.234037019936058,2025-09-18 15:00:00,391.5976587337141,La Gran Cosecha
115,11,115,3.076828319572739,2025-09-05 19:00:00,253.41718398835715,CompraRápida
116,3,116,2.206097076175639,2025-09-18 10:00:00,241.56199201853576,Supermercados del Valle
117,24,117,4.60500932051406,2025-09-23 03:00:00,289.38359835894136,Distribuidora Gourmet
118,21,118,2.619569424998022,2025-09-23 12:00:00,203.63975355492224,Mercado Fresco XYZ
119,15,119,2.228572597879482,2025-09-11 11:00:00,307.29447195359285,EcoMercado Sostenible
120,19,120,3.5936205536417187,2025-09-19 23:00:00,356.1744940420667,Comercial Fresco
121,4,121,3.468728987316884,2025-09-18 06:00:00,193.5633176099539,Tienda Familiar
122,4,122,3.5370297922421146,2025-09-08 20:00:00,314.48495982802604,Tienda Familiar
123,6,123,4.860142926146633,2025-09-18 09:00:00,237.19821046710325,Tienda Selecta
124,8,124,3.963280194936914,2025-09-26 10:00:00,272.9408017688805,Mercado del Barrio
125,18,125,3.339155979777908,2025-09-29 17:00:00,365.8119152347599,SuperMercado Ideal
126,16,126,2.95866283646754,2025-09-03 09:00:00,452.2109597790517,EcoTienda
127,10,127,2.3719296306043844,2025-09-25 04:00:00,431.3684082563834,Almacén Estrella
128,11,128,3.120897690508928,2025-09-07 03:00:00,279.09858611384624,CompraRápida
129,27,129,3.113873843189648,2025-09-03 02:00:00,339.3145161054514,La Canasta Feliz
130,19,130,2.9450360709607497,2025-09-02 21:00:00,424.5576716741863,Comercial Fresco
131,6,131,2.5334201567584085,2025-10-01 04:00:00,450.282143026427,Tienda Selecta
132,15,132,4.530764483056238,2025-09-20 08:00:00,224.62359115209796,EcoMercado Sostenible
133,1,133,4.345631664004423,2025-09-21 11:00:00,267.66578034130714,CompraMaestra
134,25,134,4.130666213883434,2025-09-27 14:00:00,409.9872141923681,Distribuidora Nacional
135,3,135,2.7588683686923634,2025-09-28 12:00:00,293.3244208163019,Supermercados del Valle
136,20,136,4.095566813650795,2025-09-22 11:00:00,340.18134620797656,Distribuciones del Sol
137,5,137,3.9273831900804574,2025-09-20 21:00:00,543.7116186938924,SuperEconómico
138,4,138,3.932873546250184,2025-09-11 07:00:00,215.7192686289391,Tienda Familiar
139,22,139,3.261787101620365,2025-09-02 21:00:00,357.2653694475297,MegaCompra
140,12,140,2.9908605431359394,2025-09-16 01:00:00,357.1824747480832,La Ruta del Sabor
141,28,141,3.0848944208961573,2025-09-01 17:00:00,151.16701602140793,MaxiAlimentos
142,21,142,3.3868891367649,2025-09-12 18:00:00,372.1623178176396,Mercado Fresco XYZ
143,25,143,3.5307247864673785,2025-09-06 02:00:00,291.98955671501045,Distribuidora Nacional
144,25,144,3.667634690802782,2025-09-21 22:00:00,385.53229651192777,Distribuidora Nacional
145,34,145,3.287738467746109,2025-09-03 04:00:00,227.8540367436989,Cosecha Fresca
146,34,146,3.6661354130250494,2025-09-27 17:00:00,139.95386576830197,Cosecha Fresca
147,20,147,,2025-09-20 19:00:00,242.31246223045065,Distribuciones del Sol
148,16,148,,2025-09-26 10:00:00,164.06848317191017,EcoTienda
149,22,149,3.4133011248979166,2025-09-17 18:00:00,326.74537616374846,MegaCompra
150,20,150,5.381772583385892,2025-09-18 05:00:00,300.3802415584556,Distribuciones del Sol
151,29,151,4.036727883530235,2025-09-05 09:00:00,323.0573203196623,Central de Abastos Central
152,5,152,3.4764204056204058,2025-09-11 09:00:00,304.44500356738257,SuperEconómico
153,3,153,4.207843427819371,2025-09-12 08:00:00,263.0227607282197,Supermercados del Valle
154,5,154,2.78508782953353,2025-09-08 01:00:00,436.290270602758,SuperEconómico
155,15,155,2.927306256410989,2025-09-23 13:00:00,210.7135383301168,EcoMercado Sostenible
156,30,156,4.2241427916757175,2025-09-11 01:00:00,390.8967817044928,SuperValle Verde
157,19,157,3.5803071129032835,2025-09-04 23:00:00,408.2769176597115,Comercial Fresco
158,34,158,3.237831109313073,2025-09-12 03:00:00,318.74254156635345,Cosecha Fresca
159,22,159,3.747648669195765,2025-09-03 05:00:00,316.86047405671553,MegaCompra
160,32,160,3.0382962111481597,2025-09-26 04:00:00,471.1308446972701,MegaAhorro
161,12,161,3.0418309539776764,2025-09-26 03:00:00,212.4680284894776,La Ruta del Sabor
162,9,162,4.555005250659336,2025-09-26 22:00:00,160.9331858453982,Alimentación Total
163,17,163,1.3335244263925086,2025-09-10 08:00:00,328.7396003778311,El Bazar de la Comida
164,14,164,3.247392188668943,2025-09-06 02:00:00,227.25867846201683,SuperAhorro Express
165,34,165,2.586540223827181,2025-09-07 20:00:00,371.0261063554992,Cosecha Fresca
166,14,166,,2025-09-22 05:00:00,506.1293592941882,SuperAhorro Express
167,22,167,3.674072551801024,2025-09-15 10:00:00,195.76288829708895,MegaCompra
168,29,168,3.8650461704153134,2025-09-21 23:00:00,424.9537294759395,Central de Abastos Central
169,4,169,3.973450777267204,2025-09-15 19:00:00,210.9435072345031,Tienda Familiar
170,34,170,2.640135481752913,2025-09-03 22:00:00,241.89930441311824,Cosecha Fresca
171,6,171,2.8739133290985377,2025-09-19 12:00:00,215.29730679969344,Tienda Selecta
172,17,172,3.3443559353327736,2025-09-21 20:00:00,216.16889433075227,El Bazar de la Comida
173,29,173,2.123413058056389,2025-09-28 05:00:00,188.71392780404244,Central de Abastos Central
174,24,174,2.669450757415568,2025-09-07 07:00:00,351.339974311624,Distribuidora Gourmet
175,11,175,3.896517478175231,2025-09-15 10:00:00,426.5224799627355,CompraRápida
176,24,176,4.754154652412905,2025-09-24 10:00:00,424.9647905708245,Distribuidora Gourmet
177,2,177,2.9154033721205845,2025-09-14 05:00:00,260.30255796087226,La Tienda Justa
178,17,178,3.1578617299029434,2025-09-07 21:00:00,83.73968828839392,El Bazar de la Comida
179,13,179,2.904376273946853,2025-09-25 02:00:00,323.57153746618644,La Gran Cosecha
180,24,180,3.239449558493491,2025-09-22 16:00:00,246.1093338456176,Distribuidora Gourmet
181,20,181,3.3016359950104404,2025-09-20 18:00:00,396.8707600762437,Distribuciones del Sol
182,34,182,3.858009825731023,2025-09-29 08:00:00,389.477860325182,Cosecha Fresca
183,22,183,1.575872155743478,2025-09-06 06:00:00,352.6721003899905,MegaCompra
184,8,184,4.913358269877522,2025-09-16 06:00:00,434.2197450821129,Mercado del Barrio
185,17,185,3.469795248282537,2025-09-10 17:00:00,410.378458301534,El Bazar de la Comida
186,4,186,3.180437855249666,2025-09-27 13:00:00,362.8910749304229,Tienda Familiar
187,25,187,3.01480343860017,2025-09-15 13:00:00,283.5305559215032,Distribuidora Nacional
188,33,188,3.181959809544174,2025-09-10 07:00:00,292.9971658457746,Alimentos Premium
189,25,189,2.518285014575529,2025-09-11 23:00:00,356.661101802618,Distribuidora Nacional
190,12,190,3.610513602466365,2025-09-08 03:00:00,247.77114450365684,La Ruta del Sabor
191,21,191,3.172167491957043,2025-09-16 16:00:00,331.4409997436636,Mercado Fresco XYZ
192,22,192,3.604147958396928,2025-09-27 14:00:00,474.6587401949549,MegaCompra
193,27,193,3.109460935492635,2025-09-12 16:00:00,379.6399101007797,La Canasta Feliz
194,32,194,3.633643193852501,2025-09-23 08:00:00,201.66279672230672,MegaAhorro
195,29,195,3.5308326614687564,2025-09-02 07:00:00,244.3232708756087,Central de Abastos Central
196,29,196,3.7398435051332055,2025-09-16 20:00:00,268.1433429251693,Central de Abastos Central
197,8,197,3.541780568007153,2025-09-14 19:00:00,277.7203988488714,Mercado del Barrio
198,33,198,3.98024443727182,2025-09-03 14:00:00,330.49161494189764,Alimentos Premium
199,15,199,3.368478586448086,2025-09-26 12:00:00,224.90415375008388,EcoMercado Sostenible
200,23,200,3.2317421711914625,2025-09-11 22:00:00,352.04900564658976,SuperOfertas Plus
201,6,201,3.4543522009132643,2025-09-11 14:00:00,231.25400045458176,Tienda Selecta
202,2,202,3.5081719154418374,2025-09-09 13:00:00,310.8260712521402,La Tienda Justa
203,8,203,2.8265036487979334,2025-09-23 08:00:00,296.7008157206993,Mercado del Barrio
204,17,204,4.345602122835252,2025-09-29 23:00:00,333.38841639859385,El Bazar de la Comida
205,27,205,3.6348993082732575,2025-09-21 22:00:00,272.4024347864044,La Canasta Feliz
206,22,206,2.913011727692557,2025-09-08 12:00:00,343.8452815550689,MegaCompra
207,11,207,3.753301121942448,2025-09-15 11:00:00,422.4030547605319,CompraRápida
208,13,208,4.436183572577843,2025-09-05 23:00:00,285.65487243770417,La Gran Cosecha
209,3,209,2.159812686825634,2025-09-05 05:00:00,300.938196108113,Supermercados del Valle
210,17,210,3.0513677012211664,2025-09-17 14:00:00,260.7418215495896,El Bazar de la Comida
211,31,211,3.823861518769035,2025-09-12 00:00:00,369.1523405150881,Distribuidora Alfa
212,9,212,3.839948441087158,2025-09-09 02:00:00,249.7580305815513,Alimentación Total
213,3,213,2.8315581216068333,2025-09-02 14:00:00,254.2927966831653,Supermercados del Valle
214,13,214,4.579520752234064,2025-09-04 08:00:00,260.83674273783515,La Gran Cosecha
215,34,215,2.753666546007033,2025-09-29 21:00:00,434.6790930249866,Cosecha Fresca
216,21,216,4.4308581087533785,2025-09-11 08:00:00,395.0618298514461,Mercado Fresco XYZ
217,25,217,4.230674181343246,2025-09-13 10:00:00,396.04481975958765,Distribuidora Nacional
218,8,218,3.678661669998292,2025-09-12 08:00:00,199.8260372714332,Mercado del Barrio
219,29,219,4.696048327104377,2025-09-16 23:00:00,254.26838561657476,Central de Abastos Central
220,34,220,1.8514525558767263,2025-09-06 20:00:00,366.48871730986207,Cosecha Fresca
221,25,221,3.325103744494467,2025-09-19 07:00:00,360.6504768859765,Distribuidora Nacional
222,18,222,3.213811321107624,2025-09-14 08:00:00,402.5064906374246,SuperMercado Ideal
223,32,223,3.886283496401437,2025-09-23 21:00:00,213.6797773326,MegaAhorro
224,10,224,3.162584180035072,2025-09-14 21:00:00,269.6802126823377,Almacén Estrella
225,3,225,4.084740497769403,2025-09-24 07:00:00,365.223370057098,Supermercados del Valle
226,23,226,3.3372482367486818,2025-09-24 02:00:00,360.5104705116904,SuperOfertas Plus
227,4,227,2.902123544854172,2025-09-13 15:00:00,439.8258273601855,Tienda Familiar
228,29,228,2.08314871912955,2025-09-16 02:00:00,302.5075910116505,Central de Abastos Central
229,1,229,3.7097161792257465,2025-09-27 21:00:00,326.36959930383324,CompraMaestra
230,3,230,3.103125348580851,2025-09-05 17:00:00,180.33690221331472,Supermercados del Valle
231,25,231,3.5585170162831825,2025-09-01 03:00:00,271.5080806620047,Distribuidora Nacional
232,7,232,4.698027540008252,2025-09-30 13:00:00,285.51034927462933,MaxiDescuentos
233,29,233,3.76470047493764,2025-09-08 19:00:00,323.3871732580399,Central de Abastos Central
234,3,234,4.243614498513607,2025-09-16 05:00:00,280.4775077139995,Supermercados del Valle
235,7,235,3.2419081027463146,2025-09-12 20:00:00,298.44516652382464,MaxiDescuentos
236,15,236,2.2130429308621147,2025-09-09 07:00:00,139.15071468394024,EcoMercado Sostenible
237,6,237,3.5223819889721577,2025-09-09 12:00:00,506.8432407196568,Tienda Selecta
238,3,238,2.352169615361718,2025-09-21 22:00:00,332.6860078096421,Supermercados del Valle
239,29,239,2.2494495249454065,2025-09-25 10:00:00,205.00015909265,Central de Abastos Central
240,5,240,4.155956713383495,2025-09-23 21:00:00,474.5296311790766,SuperEconómico
241,7,241,3.288383373404724,2025-09-29 22:00:00,307.1577337174207,MaxiDescuentos
242,10,242,4.137918569074381,2025-09-28 18:00:00,210.48397917247968,Almacén Estrella
243,4,243,2.273737373638621,2025-09-03 09:00:00,212.81602827111615,Tienda Familiar
244,33,244,4.15063338710703,2025-09-11 21:00:00,195.38200453061935,Alimentos Premium
245,22,245,3.9013979641648975,2025-09-10 06:00:00,401.0385738684072,MegaCompra
246,17,246,3.4357025173647138,2025-09-27 17:00:00,390.92699724616847,El Bazar de la Comida
247,3,247,4.047701293792403,2025-09-16 19:00:00,339.63219680285107,Supermercados del Valle
248,27,248,3.238980459152935,2025-09-02 03:00:00,122.33380142734812,La Canasta Feliz
249,18,249,4.184903439454821,2025-09-06 15:00:00,518.5443163357971,SuperMercado Ideal
250,32,250,,,368.33497774207046,MegaAhorro
251,4,251,3.533833409881661,2025-09-14 00:00:00,123.2875821897126,Tienda Familiar
252,2,252,3.3254946554038534,2025-09-05 15:00:00,320.159813067581,La Tienda Justa
253,3,253,2.9535530412617432,2025-09-04 00:00:00,548.0091142892393,Supermercados del Valle
254,27,254,3.137303751277677,2025-09-12 03:00:00,174.07302510464365,La Canasta Feliz
255,29,255,2.4429973434815,2025-09-27 19:00:00,233.4754849023032,Central de Abastos Central
256,9,256,4.544446576474918,2025-09-08 15:00:00,193.2542975690068,Alimentación Total
257,19,257,4.330278046490693,2025-09-02 00:00:00,231.90594630915905,Comercial Fresco
258,25,258,3.531977091555067,2025-09-08 23:00:00,243.03244525310927,Distribuidora Nacional
259,22,259,2.721099878009938,2025-09-30 04:00:00,219.52511342723088,MegaCompra
260,22,260,2.5277838379310773,2025-09-04 14:00:00,359.5050833713772,MegaCompra
261,19,261,3.2069779216623493,2025-09-19 22:00:00,329.400850571221,Comercial Fresco
262,1,262,1.727206698200853,2025-09-09 09:00:00,316.9338191088534,CompraMaestra
263,5,263,2.725998847289121,2025-09-01 19:00:00,309.2754605013873,SuperEconómico
264,23,264,4.518773118248525,2025-09-22 06:00:00,298.63007800890983,SuperOfertas Plus
265,34,265,3.276661317416786,2025-09-12 22:00:00,368.7310363576099,Cosecha Fresca
266,20,266,2.956717394901049,2025-09-20 19:00:00,430.9189934414253,Distribuciones del Sol
267,27,267,3.0272045595741246,2025-09-02 04:00:00,250.72330769254032,La Canasta Feliz
268,27,268,2.737726251779785,2025-09-09 15:00:00,353.9956013417943,La Canasta Feliz
269,11,269,2.631834423825253,2025-09-03 15:00:00,468.303505391106,CompraRápida
270,34,270,3.3206813348493127,2025-10-01 03:00:00,350.6144823200314,Cosecha Fresca
271,16,271,4.524033304671441,2025-09-17 17:00:00,238.98798963000377,EcoTienda
272,5,272,3.301457142168124,2025-09-07 16:00:00,309.77992759905226,SuperEconómico
273,9,273,2.484298376001602,2025-09-21 18:00:00,412.500818489723,Alimentación Total
274,32,274,2.9756655175602207,2025-09-17 23:00:00,202.50299780893948,MegaAhorro
275,3,275,4.273964002385777,2025-09-06 10:00:00,357.42601695087416,Supermercados del Valle
276,33,276,3.3728032620480004,2025-09-25 02:00:00,267.6849579004519,Alimentos Premium
277,1,277,3.768937381742616,2025-09-24 02:00:00,197.3128901683246,CompraMaestra
278,4,278,4.194329869527639,2025-09-10 06:00:00,258.2072857578474,Tienda Familiar
279,10,279,3.079407093428149,2025-09-21 12:00:00,178.73142778873847,Almacén Estrella
280,7,280,3.8585001568862847,2025-09-09 10:00:00,372.66710386885234,MaxiDescuentos
281,17,281,3.0176601596363883,2025-09-02 03:00:00,158.83059084397894,El Bazar de la Comida
282,31,282,2.9893655210468704,2025-10-01 02:00:00,316.8927843833632,Distribuidora Alfa
283,5,283,3.887127134649088,2025-09-09 00:00:00,167.8346521143003,SuperEconómico
284,21,284,3.887964980180024,2025-09-01 20:00:00,278.0280122129387,Mercado Fresco XYZ
285,5,285,4.075107197469913,2025-09-26 05:00:00,302.379013344051,SuperEconómico
286,14,286,5.03457805829485,2025-09-15 20:00:00,226.16286504457187,SuperAhorro Express
287,13,287,3.54083645332151,2025-09-18 19:00:00,314.7077260526793,La Gran Cosecha
288,6,288,4.023426016195188,2025-09-14 05:00:00,339.86090625319594,Tienda Selecta
289,29,289,4.3116141731317645,2025-09-25 20:00:00,458.5692322026492,Central de Abastos Central
290,28,290,2.785883661046324,2025-09-12 21:00:00,328.05650829992464,MaxiAlimentos
291,9,291,5.121602580531926,2025-09-26 03:00:00,256.0459692474753,Alimentación Total
292,28,292,2.6820721101052,2025-09-30 09:00:00,391.3575493787091,MaxiAlimentos
293,25,293,4.0229430198704135,2025-09-02 13:00:00,182.1775861916099,Distribuidora Nacional
294,34,294,3.078542616595909,2025-09-05 17:00:00,148.1684899324948,Cosecha Fresca
295,1,295,2.887518270552375,2025-10-01 03:00:00,429.89171095958056,CompraMaestra
296,15,296,2.286033863099883,2025-09-28 12:00:00,250.25433104836944,EcoMercado Sostenible
297,31,297,4.239619971578367,2025-09-03 02:00:00,327.2808974051737,Distribuidora Alfa
298,19,298,3.4196957723722874,2025-09-17 10:00:00,416.8721284934894,Comercial Fresco
299,7,299,3.641537203051775,2025-09-09 02:00:00,392.92545723073926,MaxiDescuentos
300,11,300,3.032186586136574,2025-09-26 07:00:00,330.74410161137814,CompraRápida
301,15,301,3.940090029437772,2025-09-15 22:00:00,364.89236192865405,EcoMercado Sostenible
302,22,302,3.3946292956380413,2025-09-17 16:00:00,358.97995213811856,MegaCompra
303,24,303,3.4931458628765326,2025-09-30 05:00:00,185.3290771616778,Distribuidora Gourmet
304,24,304,4.368874968939642,2025-09-16 21:00:00,312.98567663324326,Distribuidora Gourmet
305,29,305,3.940390223179828,2025-09-16 04:00:00,306.49376357142165,Central de Abastos Central
306,21,306,,2025-09-22 05:00:00,277.8233786631389,Mercado Fresco XYZ
307,10,307,3.8048490406927913,2025-09-19 23:00:00,238.79464339184364,Almacén Estrella
308,19,308,1.88211224486318,2025-09-25 16:00:00,385.0991929754981,Comercial Fresco
309,10,309,2.799405007593613,2025-10-01 10:00:00,497.1970694797394,Almacén Estrella
310,3,310,5.035764183469574,2025-09-22 03:00:00,261.92376043476133,Supermercados del Valle
311,16,311,2.6962319361234863,2025-09-18 19:00:00,154.29887438380902,EcoTienda
